filter_i,filter_j,corr_CTCF,corr_B2CTCF,corr_B2noCTCF,diff_B2CTCF_vs_CTCF,diff_B2CTCF_vs_B2no,diff_CTCF_vs_B2no
0,73,0.05531020185909698,-0.148959873764653,-0.11873215055714317,-0.20427007562375,-0.030227723207509827,0.17404235241624016
0,74,-0.03013427528594636,-0.030680037664249166,0.05450811173485301,-0.0005457623783028075,-0.08518814939910217,-0.08464238702079938
0,75,-0.09489214217624348,-0.13416696905348083,-0.05959578090995903,-0.03927482687723735,-0.07457118814352179,-0.035296361266284444
0,76,-0.06075853109734835,-0.058571820470489415,0.0024686018290093407,0.0021867106268589342,-0.061040422299498756,-0.06322713292635769
0,77,0.007803254719749181,0.03411384484190692,0.11971777902870276,0.026310590122157744,-0.08560393418679584,-0.11191452430895357
0,78,-0.08469899264396549,-0.10666863832741189,-0.11230586381829834,-0.021969645683446393,0.005637225490886452,0.027606871174332845
0,79,0.005285409828397793,-0.04537377275009038,-0.05186346881926226,-0.05065918257848817,0.00648969606917188,0.05714887864766005
0,80,0.10561455292454393,0.09285320040923832,0.06993390435941596,-0.012761352515305607,0.02291929604982236,0.03568064856512797
0,81,-0.011823393067520286,0.05131697764349279,0.11811655145325867,0.06314037071101307,-0.06679957380976588,-0.12993994452077895
0,82,-0.01423097103306878,-0.016226791332129845,-0.08307309273575439,-0.0019958202990610647,0.06684630140362455,0.06884212170268561
0,83,-0.08173636916455009,0.03438600924900953,0.1843103523731374,0.11612237841355962,-0.14992434312412786,-0.2660467215376875
0,84,0.021405422211647086,0.20278182365897562,0.036129189684015545,0.18137640144732853,0.16665263397496008,-0.014723767472368459
0,85,-0.06662629832067402,-0.07964504604982739,0.011473659427301011,-0.013018747729153374,-0.0911187054771284,-0.07809995774797503
0,86,-0.012586264938512944,0.11228029332195126,0.11680677944418344,0.12486655826046421,-0.004526486122232179,-0.1293930443826964
0,87,-0.02817196476734255,-0.006360846198841088,-0.012717669364694938,0.021811118568501462,0.00635682316585385,-0.015454295402647613
0,88,0.0577860005401543,0.037561466542039394,0.052280318239213516,-0.020224533998114906,-0.014718851697174122,0.005505682300940784
0,89,-0.05732788622742412,-0.05475853546808935,-0.0547306294482548,0.0025693507593347736,-2.790601983455182e-05,-0.0025972567791693255
0,90,0.05698721758264186,-0.06754166577488649,-0.06513943400121766,-0.12452888335752835,-0.002402231773668828,0.12212665158385952
0,91,-0.04159539763655652,0.043349205597341706,0.10886833455422813,0.08494460323389823,-0.06551912895688643,-0.15046373219078465
0,92,0.00586502227484799,-0.10952826084183825,0.08625253567556383,-0.11539328311668624,-0.1957807965174021,-0.08038751340071584
0,93,-0.03636823387080662,0.0742510400228106,0.04254574714584425,0.11061927389361723,0.03170529287696636,-0.07891398101665087
0,94,0.03225676690730155,0.012827969633059594,0.04835533901475745,-0.01942879727424196,-0.03552736938169786,-0.016098572107455897
0,95,-0.04609126930662647,-0.09224226289259517,-0.03703179674882278,-0.0461509935859687,-0.05521046614377239,-0.009059472557803691
0,96,0.05422991853368954,0.08914205154009196,-0.0446566849267625,0.03491213300640242,0.13379873646685447,0.09888660346045204
0,97,-0.01689077412664932,0.10380617716024987,0.08495492576346639,0.1206969512868992,0.01885125139678348,-0.10184569989011572
0,98,0.07738011916416923,0.07113529236816363,0.055300151690754966,-0.006244826796005604,0.01583514067740866,0.022079967473414265
0,99,-0.02127543377739418,-0.07662279061943729,0.02504946018437428,-0.05534735684204311,-0.10167225080381156,-0.04632489396176846
0,100,0.006683091265426972,0.029042330538741307,0.09288572843795039,0.022359239273314336,-0.06384339789920908,-0.08620263717252341
0,101,-0.03975905877254657,0.05794527210729608,0.11525931115128746,0.09770433087984265,-0.05731403904399138,-0.15501836992383403
0,102,-0.008183661376623774,-0.004734618659838726,-0.013280330576593481,0.0034490427167850482,0.008545711916754756,0.005096669199969707
0,103,-0.09694855543926933,0.045068541557047696,-0.006006584037942212,0.14201709699631704,0.05107512559498991,-0.09094197140132712
0,104,0.10151549752528669,-0.1109167867080127,0.04443250993169841,-0.21243228423329938,-0.1553492966397111,0.05708298759358828
0,105,-0.016917120093400385,0.030133487353539646,0.050877380518888606,0.047050607446940035,-0.02074389316534896,-0.06779450061228899
0,106,0.03883429211079323,0.1924070359089584,0.14655949864102688,0.15357274379816518,0.04584753726793153,-0.10772520653023365
0,107,-0.07191593784243047,0.025751789280193324,0.029520941961103973,0.0976677271226238,-0.0037691526809106486,-0.10143687980353444
0,108,-0.03677799074597536,-0.15629609212341308,0.0016518625446935787,-0.11951810137743772,-0.15794795466810665,-0.03842985329066894
0,109,-0.021419508133752898,0.0011063772698144288,0.02785235641993861,0.022525885403567328,-0.02674597915012418,-0.04927186455369151
0,110,0.023293554760503057,0.008105528095521739,-0.015058581684265727,-0.015188026664981319,0.023164109779787466,0.038352136444768786
0,111,-0.014671600521795775,-0.10084892829609869,-0.018144137967155385,-0.08617732777430291,-0.0827047903289433,0.00347253744535961
0,112,0.0801875865243902,0.17682438046486368,0.08535910542059087,0.09663679394047348,0.0914652750442728,-0.005171518896200669
0,113,0.11477056563750296,0.03627906144111108,0.08683065428549379,-0.07849150419639188,-0.05055159284438271,0.02793991135200917
0,114,-0.025794788719707352,0.10719909895161504,0.05408414873323382,0.1329938876713224,0.053114950218381224,-0.07987893745294117
0,115,0.05679052929912083,-0.07803210939500425,0.01042610235875277,-0.13482263869412509,-0.08845821175375702,0.04636442694036806
0,116,-0.025923521890500966,-0.036890355349264395,-0.07507761794816434,-0.010966833458763429,0.03818726259889994,0.04915409605766337
0,117,-0.04845262538291063,-0.12675683299518706,-0.018270832873107764,-0.07830420761227642,-0.10848600012207929,-0.03018179250980287
0,118,0.0520524272188499,0.1319174126448365,0.10248705684436321,0.0798649854259866,0.02943035580047329,-0.05043462962551331
